Thu Aug  8 13:26:36 2013		Afterlife	The Magus	White Island
Tue Aug 27 20:24:49 2013	0	David Borden	The Coming Of Winter	Cayuga Night Music
Tue Aug 27 20:30:59 2013	1	Artemiev, Artemiy	Mirage	Point Of Intersection
Tue Aug 27 20:43:00 2013	2	Maggi Payne	Airwaves (Realities)	Dresher: Water Dreams / Other Fire / Stone, C.: Hop Ken / Wall Me Do / Demarinis: Kokole / I Want You
Tue Aug 27 20:52:27 2013	1	Rodney Waschka II	Still Life With Castanets (2001)	Presence III [Disc 2]
Tue Aug 27 20:55:16 2013	1	Microstoria	Quit Not Save	_Snd
Tue Aug 27 20:58:06 2013	1	Michael Brook	Earth Floor	A Brief History Of Ambient Volume 1 [Disc 2]
Tue Aug 27 21:02:45 2013	0	Peter Hill	Messia:Prel/3: Le nombre leger	Messiaen-Preludes, Etudes, Canteyodjaya: Hill UNICORN
Tue Aug 27 21:04:23 2013	1	Larval	Adolescence	2
Tue Aug 27 21:08:36 2013	0	Cluster	Breitengrad 20	Grosses Wasser
Tue Aug 27 21:12:28 2013	1	A Produce/Chas Smith	Empty Pause	Inscape & Landscape
Tue Aug 27 21:16:16 2013	2	Tangerine Dream	Circulation Of Events	The Analogue Space Years 1969-1973
Tue Aug 27 21:21:41 2013	2	Mother Mallard	The Continuing Story of Counterpoint, Part 6	The Continuing Story of Counterpoint, Part 5-8
Tue Aug 27 21:36:05 2013	1	Robert Fripp & Brian Eno	Meissa	The Equatorial Stars
Tue Aug 27 21:43:42 2013	2	Brian Eno	Distant Hill	Sonora Portraits
Tue Aug 27 21:46:22 2013	2	M. Griffin	Escape/Approach	Sudden Dark
Tue Aug 27 21:51:19 2013	2	Eno, Moebius & Roedelius	Luftschloss	After The Heat
Tue Aug 27 21:54:17 2013	2	Karl-Hermann Mrongovius (piano)	Jeux D'eau	Music Of Our Time
Tue Aug 27 21:59:06 2013	3	Chris De Giere	Kimchi Tastes Of Summer	Bibimbap
Tue Aug 27 22:05:21 2013	1	Joshua Pierce	Sonata #11	n/a
Tue Aug 27 22:07:45 2013	2	David Behrman	Interspecies Smalltalk- Part 1	Leapday Night
Tue Aug 27 22:17:19 2013	2	Seigfried Lorenz, Baritone; Rundfunk-Chor Berlin; Rundfunk-Sinf	Das Unaufhorliche	n/a
Tue Aug 27 22:18:44 2013	2	Synergy	Terra Incognita	Cords
Tue Aug 27 22:22:13 2013	2	Iso Ambient Orchestra	Smudgeon	A Sombient Collection- The Throne Of Drones
Tue Aug 27 22:25:16 2013	2	Frank Perry	Treasure Of The Mountain	Solar: A Music Travelogue Volume One
Tue Aug 27 22:32:21 2013	3	William Orbit	The Monkey King	A Brief History Of Ambient Volume 1 [Disc 2]
Tue Aug 27 22:37:06 2013	3	David R. Mooney	The Llama Strut (2000)	Presence III [Disc 2]
Tue Aug 27 22:40:04 2013	3	Pierre Henry	Henry (P): Le Livre Des Morts Egyptien- Transformation	Henry (P): Le Livre Des Morts Egyptien
Tue Aug 27 22:44:42 2013	2	Bill Nelson	Loving Tongues	Pavilions Of The Heart And Soul
Tue Aug 27 22:48:41 2013	3	Kate Musker, Bill Frisell, Alexander Balanescu, Etc.	Bryars: After The Requiem	Bryars: After The Requiem
Tue Aug 27 23:04:05 2013	2	A Produce	A Smooth Surface (Edit)	Reflect Like A Mirror, Respond Like An Echo
Tue Aug 27 23:05:19 2013	2	Rhomb	360 Degree Theme	360 Degrees- A Foundry Project
Tue Aug 27 23:09:14 2013	2	TTU	Shiva Descending	Solar: A Music Travelogue Volume One
Tue Aug 27 23:16:26 2013	2	Popol Vuh	They Danced, They Loved as of The Old	70's Progressives
Tue Aug 27 23:20:51 2013	3	Vidna Obmana	Equal Distance	A Sombient Collection- The Throne Of Drones
Tue Aug 27 23:29:27 2013	2	Ciamaga, Gustav	Possible Spaces No. 1	DISContact! II [Disc 1]
Tue Aug 27 23:31:58 2013	2	Morton Feldman	Feldman: Voices & Cello	Only
Tue Aug 27 23:38:28 2013	1	Dieter Moebius	Alte Mir	Electroshock Presents: Electroacoustic Music- Volume V
Tue Aug 27 23:48:33 2013	1	Kronos Quartet	Riley: Salome Dances For Peace- 2. Conquest Of The War Demons:	n/a
Tue Aug 27 23:52:06 2013	1	Richard Zvonar, Robert Black	Massif (1995)	Presence III [Disc 2]
Wed Aug 28 00:00:11 2013	1	Adrian Moore	Becalmed 1 (2001)	Presence III [Disc 2]
Wed Aug 28 00:03:46 2013	1	Michael Tilson Thomas: London Symphony Orchestra	Reich: The Four Sections- 4. Full Orchestra	Reich: The Four Sections, Music For Mallet Instruments, Voices & Organ
Wed Aug 28 00:09:58 2013	0	Ban Ben Long [?]	The Last Emperor- Theme Variation 1	n/a
Wed Aug 28 00:12:17 2013	0	CelloCosmos	MacroCosmos (Two)	CelloCosmos
Wed Aug 28 00:16:53 2013	0	David Parsons	Parsons: Pahla Loka	Inner Places
Wed Aug 28 00:26:40 2013	0	SKETCH	Zargosso	360 Degrees- A Foundry Project
Wed Aug 28 00:35:34 2013	1	Die Singphoniker	Morgenstern-Liederbuch	Music Of Our Time
Wed Aug 28 00:37:27 2013	1	Wendy Carlos	Incantation	n/a
Wed Aug 28 00:43:39 2013	1	Martin Fumarola	SC (1999-2000)	Presence III [Disc 1]
Wed Aug 28 00:46:34 2013	1	David Hirst	Mon Dieu (1998)	Presence III [Disc 1]
Wed Aug 28 00:55:07 2013	1	C-Schulz	Platze Part 1	4. Film Ton
Wed Aug 28 00:56:40 2013	1	Roger Eno	Amukidi	Swimming
Wed Aug 28 00:57:59 2013	1	Amadinda Percussion Group	Charleston Capers	Amadinda
Wed Aug 28 01:00:24 2013	1	Chris Meloche	Extensions V [for Ionospheric Sounds, Trombone & Electronics]	DISContact II [Disc 2]
Wed Aug 28 01:02:53 2013	1	Miasma	Settled Storm	em:t explorer [Disc 1]
Wed Aug 28 01:09:07 2013	0	Karin Hoghielm	Lame'nto	Hoghielm: Apocryphal
Wed Aug 28 01:13:21 2013	0	Klaus Schulze	The Other Oberhausen Tape: ...Et S'en Va En Souriant	La Vie Electronique 6 [[Disc 1]]
Wed Aug 28 01:18:08 2013	0	Tangerine Dream	Circulation Of Events	The Analogue Space Years 1969-1973
Wed Aug 28 01:23:46 2013	1	Joan La Barbara	Cage: Song Books	Singing Through
Wed Aug 28 01:27:30 2013	0	Larval	Thick Atmosphere	2
Wed Aug 28 01:30:41 2013	1	Christopher Franke	Electric Becomes Eclectic	A Brief History Of Ambient Volume 1 [Disc 1]
Wed Aug 28 01:34:16 2013	0	Robert Fripp & Brian Eno	Healthy Colours III	The Essential Fripp & Eno
Wed Aug 28 01:39:57 2013	0	Chas Smith	An Hour Out Of Desert Center	An Hour Out Of Desert Center
Wed Aug 28 01:48:22 2013	0	Angus Maclaurin	Sea Shanti	Glass Music
Wed Aug 28 01:52:47 2013	0	Brian Eno	Stravinsky	Sonora Portraits
Wed Aug 28 01:56:47 2013	0	Various Artists	Angel Fragments	Wings Of Desire: Original Soundtrack
Wed Aug 28 01:59:07 2013	0	The Future Sound Of London	Ill Flower	Lifeforms [Disc 1]
Wed Aug 28 02:02:22 2013	1	Paul Schutze	The Left Remembers	Green Evil
Wed Aug 28 02:08:28 2013	1	Latvijas Nacionalais Simfoniskais Orkestris, Riga with Pauls Me	Cantabile Per Archi	n/a
Wed Aug 28 02:12:07 2013	1	Laetitia Compiegne De Sonami	Pie Jesu- Sounds From Empty Spaces No. 3	Dresher: Water Dreams / Other Fire / Stone, C.: Hop Ken / Wall Me Do / Demarinis: Kokole / I Want You
Wed Aug 28 02:18:47 2013	0	Vangelis	Movement 6	Mythodea: Music for the NASA Mission -- 2001 Mars Odyssey
Wed Aug 28 02:25:09 2013	2	Ensemble Avantgarde	The O'Hara Songs	Music Of Our Time
Wed Aug 28 02:26:35 2013	2	Moebius	Nervos	Begegnungen
Wed Aug 28 02:30:19 2013	0	Buono, Robert Del	Harmonica	DISContact! II [Disc 1]
Wed Aug 28 02:32:30 2013	0	Jose Halac	Ball, Sincretismo #4	n/a
Wed Aug 28 02:41:08 2013	2	Grant Chu Covell	Octet With Puzzle (2001)	Presence III [Disc 1]
Wed Aug 28 02:43:52 2013	2	Paul Bowles	The Circular Valley	Baptism of Solitude
Wed Aug 28 02:47:00 2013	2	Peter Garland	Old Men Of The Fiesta: Dance 1a; 1b; 1c	Border Music
Wed Aug 28 02:51:30 2013	3	Harold Budd	The White Arcades (Album Version)	The White Arcades
Wed Aug 28 02:56:16 2013	4	Harold Budd With Zeitgeist	And Then I Alone Am Alone.	She Is A Phantom
Wed Aug 28 03:00:30 2013	3	Steve Roach	Twilight Heat	Empetus
Wed Aug 28 03:03:21 2013	4	Rosalind Bevan, Yvar Mikashoff, Ole Orsted	Stockhausen: Mantra- 6. 20', 00'	Stockhausen: Mantra
Wed Aug 28 03:07:55 2013	4	Harry Partch	The Bewitched- 1. Background For The Transfiguration Of America	n/a
Wed Aug 28 03:12:29 2013	4	Nina Tichman (piano)	Le Petit Negre	Music Of Our Time
Wed Aug 28 03:14:07 2013	3	Herbert Henck	Klavierstucke	Music Of Our Time
Wed Aug 28 03:15:53 2013	2	MaJaLe & Unis, Vir	Falling Sky	Imaginarium
Wed Aug 28 03:20:17 2013	1	Bad Data	Deep Freeze	Em:T0094
Wed Aug 28 03:24:56 2013	2	Karda Estra	Autumn Cannibalism	Electroshock Presents: Electroacoustic Music- Volume V
Wed Aug 28 03:28:49 2013	3	Michael Stearns & Miguel Rivera	Labyrinth	Musique Mechanique: Electronic Music From 1971 to 1994
Wed Aug 28 03:35:24 2013	2	Hans Joachim Roedelius	Am Weiher	Momenti Felici
Wed Aug 28 03:38:59 2013	2	Lisa Walker	Boogie/Wave (Edit)	EarthEar Radio Volume 2: Winter 2002
Wed Aug 28 03:44:06 2013	3	Sarah Peebles	Nocturnal Premonitions	DISContact II [Disc 2]
Wed Aug 28 03:46:08 2013	3	Joshua Pierce	Cage: For M. C. & D T.	Cage: Works For Piano & Prepared Piano, Vol. 1
Wed Aug 28 03:46:55 2013	2	James Bentley	double exposure (2001)	Presence III [Disc 1]
Wed Aug 28 03:55:32 2013	3	Hans Reichel	Prelude to `Onkel Boskopp` (III)	n/a
Wed Aug 28 03:57:59 2013	1	Richard Bone	Part Four	Vesperia
Wed Aug 28 04:07:32 2013	0	A Produce	A Smooth Surface (Deep Meditation Version)	A Smooth Surface
Wed Aug 28 04:31:57 2013	2	Pauline Vaillancourt	Yon Dzou Vladimir Oulinov	Ne Blamez Jamais Les Bedouins
Wed Aug 28 04:32:43 2013	2	Dino Saluzzi	Remoteness: ... And The Years Went By	Andina
Wed Aug 28 04:35:19 2013	2	Margaret Leng Tan; Dennis Russell Davies: American Composers Or	Cage: Concerto For Prepared Piano & Orchestra- Part 3	n/a
Wed Aug 28 04:39:18 2013	2	Steve Reich	Violin Phase	Octet/Music for a Large Ensemble/Violin Phase
Wed Aug 28 04:54:36 2013	2	Wendy Carlos	Theme From A Clockwork Orange (Beethoviana)	Clockwork Orange- Complete Original Score
Wed Aug 28 04:56:17 2013	1	Kronos Quartet	Volans: String Quartet #1, `White Man Sleeps`- Mvt. 5	n/a
Wed Aug 28 04:59:41 2013	1	Adrian Belew	If Only...	The Guitar as Orchestra (1995)
Wed Aug 28 05:04:23 2013	1	Robert Fripp & The League Of The Crafty Guitarists	Burning Siesta	Show of hands
Wed Aug 28 05:05:49 2013	1	Mother Mallard	The Continuing Story of Counterpoint, Part 8C	The Continuing Story of Counterpoint, Part 5-8
Wed Aug 28 05:15:13 2013	1	David Behrman	A Traveller's Dream Journal- Setting A	Leapday Night
Wed Aug 28 05:24:41 2013	1	Wendy Carlos	That's Just It	n/a
Wed Aug 28 05:28:11 2013	1	Ravi Shankar & Philip Glass	Offering	Passages
Wed Aug 28 05:37:48 2013	1	Edgar Froese	NGC 891	Aqua
Wed Aug 28 05:50:59 2013	1	Sylvi MacCormac	penny: a process (1998)	Presence III [Disc 2]
Wed Aug 28 05:53:48 2013	1	Thomas Brinkmann	Studio 1 Variationen Gelb	Microscopic Sound
Wed Aug 28 05:58:16 2013	1	Klaus Schulze	Nostalgic Echo: Portrait Of Freud	La Vie Electronique 5 [[Disc 2]]
Wed Aug 28 06:00:21 2013	1	Terre Thaemlitz	Fat Chair	Tranquilizer
Wed Aug 28 06:05:57 2013	1	The Future Sound Of London	Interstat	Lifeforms [Disc 2]
Wed Aug 28 06:06:53 2013	1	Brian Eno	Bria Eno Speaks	Sonora Portraits
Wed Aug 28 06:13:00 2013	3	Morton Feldman	Feldman: Voice, Violin & Piano	Only
Wed Aug 28 06:18:04 2013	1	Harold Budd	Algebra Of Darkness (Album Version)	The White Arcades
Wed Aug 28 06:24:31 2013	1	Michael Tilson Thomas: London Symphony Orchestra	Reich: The Four Sections- 2. Percussion	Reich: The Four Sections, Music For Mallet Instruments, Voices & Organ
Wed Aug 28 06:26:56 2013	1	Max Eastley	Fruit Flies Before The Seance	Solar: A Music Travelogue Volume One
Wed Aug 28 06:34:21 2013	1	Eno, Moebius & Roedelius	Base & Apex	After The Heat
Wed Aug 28 06:38:35 2013	1	Darrin Verhagen	The White Death Part 1	Soft Ash
Wed Aug 28 06:43:41 2013	1	Kronos Quartet	Riley: Salome Dances For Peace- 1. Anthem Of The Great Spirit:	n/a
Wed Aug 28 06:45:55 2013	2	Michael Hoenig	Departure from the Northern Wasteland	Departure from the Northern Wasteland
Wed Aug 28 07:02:15 2013	5	Paul Dresher	Water Dreams	Dresher: Water Dreams / Other Fire / Stone, C.: Hop Ken / Wall Me Do / Demarinis: Kokole / I Want You
Wed Aug 28 07:14:24 2013	3	Gerwin, Thomas	Fontaine de Vaucluse (2001) [ex.]	Presence III [Disc 1]
Wed Aug 28 07:17:19 2013	3	Ban Ben Long [?]	First Coronation /Dai Guan Shi	n/a
Wed Aug 28 07:19:08 2013	3	Michael Matthews	On The Outer Edge (2001)	Presence III [Disc 2]
Wed Aug 28 07:23:55 2013	4	Angus Maclaurin	4th Of July Part II	Glass Music
Wed Aug 28 07:31:26 2013	4	Popol Vuh	Si haJing woChuang ru-Meng pato4	Affensunde
Wed Aug 28 07:39:30 2013	3	Staars	High Skies	360 Degrees- A Foundry Project
Wed Aug 28 07:42:39 2013	4	Ian Chuprun	`I was very safe... in my dream` (1998)	n/a
Wed Aug 28 07:45:25 2013	4	Zsigmond Szathmary	Etude Fur Orgel Nr. 2 Coulee	Music Of Our Time
Wed Aug 28 07:48:43 2013	4	William Winant, Deborah Dietrich, Karen Rosenak, David Abel	Feldman: Rothko Chapel 4	Feldman: Rothko Chapel, Why Patterns?
Wed Aug 28 07:53:27 2013	6	Steven Naylor	Irrashaimase (2000)	Presence III [Disc 2]
Wed Aug 28 08:01:20 2013	5	Cluster & Eno	Schone Hande	Begegnungen
Wed Aug 28 08:04:06 2013	5	Deborah Richards, Piano	Intervalles	Music Of Our Time
Wed Aug 28 08:06:37 2013	6	Tangerine Dream	Sunrise In The Third System	Journey Through A Burning Brain [Disc 1]
Wed Aug 28 08:10:56 2013	4	Jurgen Knieper	Lied Vom Kindsein, 2 (Strophe -Song Of Childhood, Verse 2)	Wings Of Desire: Original Soundtrack
Wed Aug 28 08:11:51 2013	5	Robert Fripp & Brian Eno	Ankaa	The Equatorial Stars
Wed Aug 28 08:18:48 2013	4	Joan La Barbara	Cage: Eight Whiskus	Singing Through
Wed Aug 28 08:22:55 2013	4	Roger Eno	Swimming	Swimming
Wed Aug 28 08:26:36 2013	5	Margaret Leng Tan	Cage: Suite For Toy Piano- Mvt. 3	Cage: The Seasons
Wed Aug 28 08:28:06 2013	5	Material	The End Of Words	A Brief History Of Ambient Volume 1 [Disc 2]
Wed Aug 28 08:31:39 2013	4	Joshua Pierce	Cage: 2 Pastorales- #2	n/a
Wed Aug 28 08:38:42 2013	4	Robert Fripp & The League Of The Crafty Guitarists	Chiara	Show of hands
Wed Aug 28 08:39:43 2013	4	Microstoria	Feld	_Snd
Wed Aug 28 08:44:25 2013	3	Jay Clayton, Joshua Pierce	Cage: She Is Asleep- 1. Duet For Voice & Prepared Piano	Cage: Works For Piano & Prepared Piano, Vol. 1
Wed Aug 28 08:51:30 2013	3	Peter Hill	Messia:Prel/2: Chant d'extase dans un paysage triste	Messiaen-Preludes, Etudes, Canteyodjaya: Hill UNICORN
Wed Aug 28 08:59:06 2013	3	Chas Smith	Albuquerque 5402- A Curse Of Beauty	An Hour Out Of Desert Center
Wed Aug 28 09:06:55 2013	4	Ash International [R.I.P]	`In a Constant State of Rebellion`	n/a
Wed Aug 28 09:07:43 2013	3	Balanescu Quartet	Democracy	Luminitza
Wed Aug 28 09:12:49 2013	3	Larval	Kristen Lavransdatter	2
Wed Aug 28 09:18:43 2013	2	Rick Nance	This Is Not A Model (2001)	Presence III [Disc 2]
Wed Aug 28 09:26:08 2013	3	David Behrman	A Traveller's Dream Journal- Setting A	Leapday Night
Wed Aug 28 09:35:37 2013	3	Wendy Carlos	That's Just It	n/a
Wed Aug 28 09:39:06 2013	2	Ravi Shankar & Philip Glass	Offering	Passages
Wed Aug 28 09:48:36 2013	2	Edgar Froese	NGC 891	Aqua
Wed Aug 28 10:01:46 2013	4	Sylvi MacCormac	penny: a process (1998)	Presence III [Disc 2]
Wed Aug 28 10:04:40 2013	3	Thomas Brinkmann	Studio 1 Variationen Gelb	Microscopic Sound
Wed Aug 28 10:09:08 2013	3	Klaus Schulze	Nostalgic Echo: Portrait Of Freud	La Vie Electronique 5 [[Disc 2]]
Wed Aug 28 10:11:14 2013	3	Terre Thaemlitz	Fat Chair	Tranquilizer
Wed Aug 28 10:16:53 2013	4	The Future Sound Of London	Interstat	Lifeforms [Disc 2]
Wed Aug 28 10:17:41 2013	4	Brian Eno	Bria Eno Speaks	Sonora Portraits
Wed Aug 28 10:23:45 2013	3	Morton Feldman	Feldman: Voice, Violin & Piano	Only
Wed Aug 28 10:28:52 2013	3	Harold Budd	Algebra Of Darkness (Album Version)	The White Arcades
Wed Aug 28 10:35:26 2013	5	Michael Tilson Thomas: London Symphony Orchestra	Reich: The Four Sections- 2. Percussion	Reich: The Four Sections, Music For Mallet Instruments, Voices & Organ
Wed Aug 28 10:37:48 2013	5	Max Eastley	Fruit Flies Before The Seance	Solar: A Music Travelogue Volume One
Wed Aug 28 10:45:17 2013	4	Eno, Moebius & Roedelius	Base & Apex	After The Heat
Wed Aug 28 10:49:31 2013	4	Darrin Verhagen	The White Death Part 1	Soft Ash
Wed Aug 28 10:54:31 2013	3	Kronos Quartet	Riley: Salome Dances For Peace- 1. Anthem Of The Great Spirit:	n/a
Wed Aug 28 10:56:49 2013	4	Michael Hoenig	Departure from the Northern Wasteland	Departure from the Northern Wasteland
Wed Aug 28 11:13:10 2013	3	Paul Dresher	Water Dreams	Dresher: Water Dreams / Other Fire / Stone, C.: Hop Ken / Wall Me Do / Demarinis: Kokole / I Want You
Wed Aug 28 11:25:16 2013	2	Gerwin, Thomas	Fontaine de Vaucluse (2001) [ex.]	Presence III [Disc 1]
Wed Aug 28 11:28:15 2013	3	Ban Ben Long [?]	First Coronation /Dai Guan Shi	n/a
Wed Aug 28 11:29:59 2013	3	Michael Matthews	On The Outer Edge (2001)	Presence III [Disc 2]
Wed Aug 28 11:34:50 2013	3	Angus Maclaurin	4th Of July Part II	Glass Music
Wed Aug 28 11:42:18 2013	2	Popol Vuh	Si haJing woChuang ru-Meng pato4	Affensunde
Wed Aug 28 11:50:24 2013	2	Staars	High Skies	360 Degrees- A Foundry Project
Wed Aug 28 11:53:29 2013	3	Ian Chuprun	`I was very safe... in my dream` (1998)	n/a
Wed Aug 28 11:56:23 2013	4	Zsigmond Szathmary	Etude Fur Orgel Nr. 2 Coulee	Music Of Our Time
Wed Aug 28 11:59:35 2013	4	William Winant, Deborah Dietrich, Karen Rosenak, David Abel	Feldman: Rothko Chapel 4	Feldman: Rothko Chapel, Why Patterns?
Wed Aug 28 12:04:17 2013	3	Steven Naylor	Irrashaimase (2000)	Presence III [Disc 2]
Wed Aug 28 12:12:08 2013	3	Cluster & Eno	Schone Hande	Begegnungen
Wed Aug 28 12:15:06 2013	4	Deborah Richards, Piano	Intervalles	Music Of Our Time
Wed Aug 28 12:17:33 2013	4	Tangerine Dream	Sunrise In The Third System	Journey Through A Burning Brain [Disc 1]
Wed Aug 28 12:21:46 2013	3	Jurgen Knieper	Lied Vom Kindsein, 2 (Strophe -Song Of Childhood, Verse 2)	Wings Of Desire: Original Soundtrack
Wed Aug 28 12:22:43 2013	3	Robert Fripp & Brian Eno	Ankaa	The Equatorial Stars
Wed Aug 28 12:29:38 2013	3	Joan La Barbara	Cage: Eight Whiskus	Singing Through
Wed Aug 28 12:33:44 2013	3	Roger Eno	Swimming	Swimming
Wed Aug 28 12:37:33 2013	6	Margaret Leng Tan	Cage: Suite For Toy Piano- Mvt. 3	Cage: The Seasons
Wed Aug 28 12:38:54 2013	6	Material	The End Of Words	A Brief History Of Ambient Volume 1 [Disc 2]
Wed Aug 28 12:42:38 2013	7	Joshua Pierce	Cage: 2 Pastorales- #2	n/a
Wed Aug 28 12:49:39 2013	5	Robert Fripp & The League Of The Crafty Guitarists	Chiara	Show of hands
Wed Aug 28 12:50:39 2013	5	Microstoria	Feld	_Snd
Wed Aug 28 12:55:21 2013	6	Jay Clayton, Joshua Pierce	Cage: She Is Asleep- 1. Duet For Voice & Prepared Piano	Cage: Works For Piano & Prepared Piano, Vol. 1
Wed Aug 28 13:02:23 2013	5	Peter Hill	Messia:Prel/2: Chant d'extase dans un paysage triste	Messiaen-Preludes, Etudes, Canteyodjaya: Hill UNICORN
Wed Aug 28 13:09:58 2013	4	Chas Smith	Albuquerque 5402- A Curse Of Beauty	An Hour Out Of Desert Center
Wed Aug 28 13:17:48 2013	3	Ash International [R.I.P]	`In a Constant State of Rebellion`	n/a
Wed Aug 28 13:18:39 2013	3	Balanescu Quartet	Democracy	Luminitza
Wed Aug 28 13:23:42 2013	3	Larval	Kristen Lavransdatter	2
Wed Aug 28 13:29:33 2013	3	Rick Nance	This Is Not A Model (2001)	Presence III [Disc 2]
Wed Aug 28 13:37:04 2013	3	David Behrman	A Traveller's Dream Journal- Setting A	Leapday Night
Wed Aug 28 13:46:30 2013	4	Wendy Carlos	That's Just It	n/a
Wed Aug 28 13:49:54 2013	5	Ravi Shankar & Philip Glass	Offering	Passages
Wed Aug 28 13:59:30 2013	4	Edgar Froese	NGC 891	Aqua
Wed Aug 28 14:12:42 2013	5	Sylvi MacCormac	penny: a process (1998)	Presence III [Disc 2]
Wed Aug 28 14:15:36 2013	4	Thomas Brinkmann	Studio 1 Variationen Gelb	Microscopic Sound
Wed Aug 28 14:20:09 2013	4	Klaus Schulze	Nostalgic Echo: Portrait Of Freud	La Vie Electronique 5 [[Disc 2]]
Wed Aug 28 14:22:06 2013	4	Terre Thaemlitz	Fat Chair	Tranquilizer
Wed Aug 28 14:27:43 2013	4	The Future Sound Of London	Interstat	Lifeforms [Disc 2]
Wed Aug 28 14:28:35 2013	4	Brian Eno	Bria Eno Speaks	Sonora Portraits
Wed Aug 28 14:34:38 2013	4	Morton Feldman	Feldman: Voice, Violin & Piano	Only
Wed Aug 28 14:39:44 2013	5	Harold Budd	Algebra Of Darkness (Album Version)	The White Arcades
Wed Aug 28 14:46:16 2013	6	Michael Tilson Thomas: London Symphony Orchestra	Reich: The Four Sections- 2. Percussion	Reich: The Four Sections, Music For Mallet Instruments, Voices & Organ
Wed Aug 28 14:48:42 2013	6	Max Eastley	Fruit Flies Before The Seance	Solar: A Music Travelogue Volume One
Wed Aug 28 14:56:13 2013	4	Eno, Moebius & Roedelius	Base & Apex	After The Heat
Wed Aug 28 15:00:25 2013	4	Darrin Verhagen	The White Death Part 1	Soft Ash
Wed Aug 28 15:05:30 2013	5	Kronos Quartet	Riley: Salome Dances For Peace- 1. Anthem Of The Great Spirit:	n/a
Wed Aug 28 15:07:38 2013	5	Michael Hoenig	Departure from the Northern Wasteland	Departure from the Northern Wasteland
Wed Aug 28 15:24:05 2013	5	Paul Dresher	Water Dreams	Dresher: Water Dreams / Other Fire / Stone, C.: Hop Ken / Wall Me Do / Demarinis: Kokole / I Want You
Wed Aug 28 15:36:07 2013	6	Gerwin, Thomas	Fontaine de Vaucluse (2001) [ex.]	Presence III [Disc 1]
Wed Aug 28 15:39:10 2013	6	Ban Ben Long [?]	First Coronation /Dai Guan Shi	n/a
Wed Aug 28 15:40:49 2013	5	Michael Matthews	On The Outer Edge (2001)	Presence III [Disc 2]
Wed Aug 28 15:45:42 2013	6	Angus Maclaurin	4th Of July Part II	Glass Music
Wed Aug 28 15:53:16 2013	6	Popol Vuh	Si haJing woChuang ru-Meng pato4	Affensunde
Wed Aug 28 16:01:20 2013	5	Staars	High Skies	360 Degrees- A Foundry Project
Wed Aug 28 16:04:23 2013	5	Ian Chuprun	`I was very safe... in my dream` (1998)	n/a
Wed Aug 28 16:07:15 2013	5	Zsigmond Szathmary	Etude Fur Orgel Nr. 2 Coulee	Music Of Our Time
Wed Aug 28 16:10:31 2013	4	William Winant, Deborah Dietrich, Karen Rosenak, David Abel	Feldman: Rothko Chapel 4	Feldman: Rothko Chapel, Why Patterns?
Wed Aug 28 16:15:09 2013	4	Steven Naylor	Irrashaimase (2000)	Presence III [Disc 2]
Wed Aug 28 16:23:06 2013	4	Cluster & Eno	Schone Hande	Begegnungen
Wed Aug 28 16:25:54 2013	4	Deborah Richards, Piano	Intervalles	Music Of Our Time
Wed Aug 28 16:28:27 2013	4	Tangerine Dream	Sunrise In The Third System	Journey Through A Burning Brain [Disc 1]
Wed Aug 28 16:32:39 2013	3	Jurgen Knieper	Lied Vom Kindsein, 2 (Strophe -Song Of Childhood, Verse 2)	Wings Of Desire: Original Soundtrack
Wed Aug 28 16:33:32 2013	3	Robert Fripp & Brian Eno	Ankaa	The Equatorial Stars
Wed Aug 28 16:40:36 2013	3	Joan La Barbara	Cage: Eight Whiskus	Singing Through
Wed Aug 28 16:44:43 2013	3	Roger Eno	Swimming	Swimming
Wed Aug 28 16:48:23 2013	3	Margaret Leng Tan	Cage: Suite For Toy Piano- Mvt. 3	Cage: The Seasons
Wed Aug 28 16:49:47 2013	3	Material	The End Of Words	A Brief History Of Ambient Volume 1 [Disc 2]
Wed Aug 28 16:53:29 2013	4	Joshua Pierce	Cage: 2 Pastorales- #2	n/a
Wed Aug 28 17:00:31 2013	4	Robert Fripp & The League Of The Crafty Guitarists	Chiara	Show of hands
Wed Aug 28 17:01:31 2013	4	Microstoria	Feld	_Snd
Wed Aug 28 17:06:10 2013	4	Jay Clayton, Joshua Pierce	Cage: She Is Asleep- 1. Duet For Voice & Prepared Piano	Cage: Works For Piano & Prepared Piano, Vol. 1
Wed Aug 28 17:13:16 2013	5	Peter Hill	Messia:Prel/2: Chant d'extase dans un paysage triste	Messiaen-Preludes, Etudes, Canteyodjaya: Hill UNICORN
Wed Aug 28 17:20:54 2013	4	Chas Smith	Albuquerque 5402- A Curse Of Beauty	An Hour Out Of Desert Center
Wed Aug 28 17:28:43 2013	6	Ash International [R.I.P]	`In a Constant State of Rebellion`	n/a
Wed Aug 28 17:29:29 2013	5	Balanescu Quartet	Democracy	Luminitza
Wed Aug 28 17:34:41 2013	5	Larval	Kristen Lavransdatter	2
Wed Aug 28 17:40:31 2013	5	Rick Nance	This Is Not A Model (2001)	Presence III [Disc 2]
Wed Aug 28 17:47:53 2013	5	David Behrman	A Traveller's Dream Journal- Setting A	Leapday Night
Wed Aug 28 17:57:23 2013	6	Wendy Carlos	That's Just It	n/a
Wed Aug 28 18:00:48 2013	6	Ravi Shankar & Philip Glass	Offering	Passages
Wed Aug 28 18:10:23 2013	6	Edgar Froese	NGC 891	Aqua
