Mon Dec  1 00:01:48 2014	99	Ghostland Observatory	Midnight Voyage	Ghostland
Sat Dec 27 18:42:02 2014	78	Pretty Lights	Total Fascination	Making Up A Changing Mind
Sat Dec 27 18:47:06 2014	79	Tensnake	Pressure	Glow
Sat Dec 27 18:50:21 2014	80	Pigeon	Two Moon Love	Settle In
Sat Dec 27 18:53:43 2014	77	Css	Into The Sun	Planta
Sat Dec 27 18:58:56 2014	74	Crystal Castles	Not In Love (Feat Robert Smith)	Not In Love (feat Robert Smith)
Sat Dec 27 19:02:41 2014	72	Panamah	Born Af Natten (Miaoux Miaoux Remix)	Sound of Copenhagen Vol. 11
Sat Dec 27 19:08:01 2014	75	Daedelus	La Nocturn (Eliot Lipp Remix)	Friends Of Friends (Remixed) (Compilation)
Sat Dec 27 19:11:41 2014	74	Bird & The Bee	Meteor	Ray Guns Are Not Just The Future
Sat Dec 27 19:14:59 2014	77	Islands	Devout	Vapours
Sat Dec 27 19:17:20 2014	79	James Yuill	The Ghost	Turning Down Water For Air
Sat Dec 27 19:21:07 2014	80	Lcd Soundsystem	Yr City's A Sucker (Full Version)	LCD Soundsystem
Sat Dec 27 19:30:11 2014	78	Pretty Lights	My Only Hope	A Color Map of the Sun
Sat Dec 27 19:35:06 2014	73	Farah	Dancing Girls (Suite 304 Demo)	After Dark
Sat Dec 27 19:40:31 2014	69	Joey Casio	Debtors Prism	Debtors Prism
Sat Dec 27 19:45:16 2014	65	Chin Chin	Moments	The Flashing The Fancing
Sat Dec 27 19:49:36 2014	66	My First Earthquake	Hot Girlfriend	Tremors
Sat Dec 27 19:53:30 2014	65	Hot Chip	Out At The Pictures	Made in the Dark
Sat Dec 27 19:57:36 2014	65	The Chain Gang of 1974	You	Daydream Forever
Sat Dec 27 20:00:22 2014	70	Work It Work It	Out Of Jersey	Something Stirs
Sat Dec 27 20:04:17 2014	71	Chromeo	Fall Back 2U	White Women
Sat Dec 27 20:09:44 2014	71	Passion Pit	Hideaway	Gossamer
Sat Dec 27 20:13:28 2014	70	Tog	Maridalen	Feiring
Sat Dec 27 20:19:07 2014	69	Errors	Supertribe	Come Down With Me
Sat Dec 27 20:22:45 2014	70	Phenomenal Handclap Band	15 To 20	The Phenomenal Handclap Band
Sat Dec 27 20:27:29 2014	72	Silver Swans	Heartbeat	Realize The Ghost
Sat Dec 27 20:31:22 2014	72	Beekeepers	To The Roots	Apiculture
Sat Dec 27 20:36:00 2014	70	Postmarks	Goodbye (James Iha Remix)	Remixes EP
Sat Dec 27 20:38:56 2014	73	Sick Of Sarah	Kick Back	2205
Sat Dec 27 20:43:06 2014	71	Metronomy	Everything Goes My Way	The English Riviera
Sat Dec 27 20:46:20 2014	68	Lights	Peace Sign	Siberia
Sat Dec 27 20:49:39 2014	65	Imperial Teen	Over His Head	Feel The Sound
Sat Dec 27 20:53:25 2014	65	Ratatat	Bird-priest	LP3
Sat Dec 27 20:56:21 2014	62	Clubfeet	Last Words (The C90s Remix)	Last Words
Sat Dec 27 21:01:50 2014	61	Boy Eats Drum Machine	Abq	Hoop + Wire
Sat Dec 27 21:04:13 2014	61	Rubies	I Feel Electric (Max Essa Remix)	I Feel Electric / Stand In A Line EP
Sat Dec 27 21:11:47 2014	59	Savoir Adore	In The Wooded Forest, A Girl	The Adventures of Mr. Pumpernickel and the Girl with Animals in Her Throat
Sat Dec 27 21:13:18 2014	59	Tobacco	Berries That Burn	Fucked Up Friends
Sat Dec 27 21:15:22 2014	59	Charlotte Gainsbourg	Paradisco	Stage Whisper
Sat Dec 27 21:19:52 2014	61	Plushgun	Kick Me Out	Me.Me.
Sat Dec 27 21:22:53 2014	58	Starlight Mints	Sesame Untie The Wrath	Change Remains
Sat Dec 27 21:26:36 2014	58	AlunaGeorge	Your Drums, Your Love	Body Music
Sat Dec 27 21:30:16 2014	55	Rush Midnight	In Your Room	Rush Midnight
Sat Dec 27 21:34:38 2014	58	Cassettes Won't Listen	Paper Float	Small-time Machine
Sat Dec 27 21:38:49 2014	58	Death Cab For Cutie	Unobstructed Views (Unicorn Kid Remix)	Keys And Codes Remix EP
Sat Dec 27 21:42:20 2014	60	Groove Armada	Purple Haze	The Best Of
Sat Dec 27 21:46:27 2014	59	Quintron And Miss Pussycat	Swamp Buggy Badass	Let's Lazertag Sometime
Sat Dec 27 21:50:46 2014	57	Golden Silvers	Shakes	True Romance
Sat Dec 27 21:54:27 2014	54	Bachelorette	Her Rotating Head	My Electric Family
Sat Dec 27 21:58:25 2014	53	I Break Horses	Winter Beats	Hearts
Sat Dec 27 22:02:56 2014	56	Architecture In Helsinki	W.o.w	Moment Bends
Sat Dec 27 22:05:40 2014	54	Madeon	The City (Extended Mix)	The City
Sat Dec 27 22:09:59 2014	57	Santogold	Creator (vs. Switch and FreQ Nasty)	Creator [Vinyl]
Sat Dec 27 22:13:14 2014	56	Naked & Famous	Punching In A Dream	Passive Me, Aggressive You
Sat Dec 27 22:17:14 2014	53	Pretty Lights	I Can See It In Your Face	Making Up a Changing Mind
Sat Dec 27 22:23:52 2014	56	Of Montreal	Death Is Not A Parallel Move	Skeletal Lamping
Sat Dec 27 22:26:48 2014	55	Phoenix	Trying To Be Cool	Bankrupt!
Sat Dec 27 22:30:41 2014	59	CSS	Let's Make Love (Calvin Harris Remix)	Let's Make Love and Listen to Death from Above - EP
Sat Dec 27 22:35:20 2014	55	Variety Lab	Money (That's What I Want) [Feat. Mona Soyoc]	Team Up With Variety Lab
Sat Dec 27 22:38:01 2014	55	Lcd Soundsystem	I Can Change	This Is Happening
Sat Dec 27 22:43:47 2014	57	Pacific!	Number One	Reveries
Sat Dec 27 22:47:33 2014	57	Syntaks	Phantasmogoria	Ylajali
Sat Dec 27 22:51:23 2014	54	Metric	Help I'm Alive	Fantasies
Sat Dec 27 22:56:01 2014	57	Am & Shawn Lee	Dark Into Light	Celestial Electric
Sat Dec 27 22:59:47 2014	61	Lapalux	Guuurl	Nostalchic
Sat Dec 27 23:03:22 2014	56	Body Language	You Can	Social Studies (Deluxe Edition)
Sat Dec 27 23:07:15 2014	60	Bloc Party	Hunting For Witches (Crystal Castles Remix)	A Weekend in the City
Sat Dec 27 23:11:58 2014	61	Kniife Prrty	Pins Down	Kniife Prrty
Sat Dec 27 23:14:41 2014	59	Peter Bjorn & John	It Don't Move Me  (PBJ vs Miike Snow Remix)	Living Thing [Vinyl]
Sat Dec 27 23:19:14 2014	64	Dirty Vegas	Electric Love	Electric Love
Sat Dec 27 23:22:19 2014	65	The Egg	A Bit	Something To Do
Sat Dec 27 23:27:16 2014	65	Young & Sick	Glass	Glass
Sat Dec 27 23:30:28 2014	63	Radiohead	15 Step	In Rainbows
Sat Dec 27 23:34:17 2014	63	Go! Team	Rolling Blackouts	Rolling Blackouts (Amazon MP3 Exclusive Version)
Sat Dec 27 23:37:41 2014	62	Sugar & Gold	Do It Well	Sugar & Gold Creme
Sat Dec 27 23:41:45 2014	61	Lemonade	Lifted	Pure Moods EP
Sat Dec 27 23:45:54 2014	67	Lusine	Two Dots	A Certain Distance
Sat Dec 27 23:50:15 2014	65	Peter Bjorn And John	Second Chance	Gimme Some
Sat Dec 27 23:54:18 2014	64	Daft Punk	Oh Yeah	Homework
Sat Dec 27 23:56:09 2014	61	Passion Pit	Better Things	Chunk Of Change
Sun Dec 28 00:00:11 2014	59	Space March	Better Days	Monumental
Sun Dec 28 00:03:35 2014	62	Chromeo	Fancy Footwork	Fancy Footwork
Sun Dec 28 00:06:49 2014	63	Hot Chip	Flutes	Dark and Stormy
Sun Dec 28 00:14:01 2014	68	Project Jan Project Jenny	Pins and Needles (W/ Fujiya & Miyagi)	The Colors EP
Sun Dec 28 00:17:59 2014	66	AlunaGeorge	Kaleidoscope Love	Body Music
Sun Dec 28 00:21:29 2014	67	Chateau Marmont	Anything & Everywhere	Solar Apex EP
Sun Dec 28 00:24:34 2014	64	Hey Champ	No Future	Star
Sun Dec 28 00:28:31 2014	70	CANT	The Edge	Dreams Come True
Sun Dec 28 00:32:01 2014	72	Yacht	One Step	Shangri-La
Sun Dec 28 00:35:22 2014	74	Death Cab For Cutie	Underneath The Sycamore (Dillon Francis Remix)	Keys And Codes Remix EP
Sun Dec 28 00:40:27 2014	63	Hey Willpower	Hundredaire	P.D.A.
Sun Dec 28 00:44:06 2014	66	Phenomenal Handclap Band	The Right One	Form And Control
Sun Dec 28 00:49:49 2014	64	Pretty Lights	If I Could Feel Again	Passing By Behind Your Eyes
Sun Dec 28 00:55:24 2014	72	Groove Armada	Warsaw F, Nick Littlemore & Saint Saviour	White Light
Sun Dec 28 00:59:21 2014	67	Friendly Fires	On Board	Friendly Fires
Sun Dec 28 01:02:56 2014	61	dBridge	So Lonely (Morgan Zarate Remix)	Hed Kandi: Winter Chill
Sun Dec 28 01:06:26 2014	65	Ladyhawke	My Delirium	Ladyhawke
Sun Dec 28 01:10:27 2014	63	Plushgun	Your Hologram	Me.Me.
Sun Dec 28 01:13:28 2014	65	Architecture In Helsinki	Denial Style	Moment Bends
Sun Dec 28 01:16:37 2014	68	Washed Out	Lately	Life of Leisure
Sun Dec 28 01:18:33 2014	67	Poolside	Why You Wanna	Pacific Standard Time
Sun Dec 28 01:23:30 2014	68	High Places	Vision's The First	Paste Magazine Sampler 48
Sun Dec 28 01:27:05 2014	69	CSS	La Liberation	La Liberacion
Sun Dec 28 01:29:15 2014	65	Chromeo Feat. Solange	Lost On The Way Home	White Women
Sun Dec 28 01:34:17 2014	69	Dead Kids	The Wires	Artrocker Zero SweetFA Nada Album_2 (Compilation)
Sun Dec 28 01:37:10 2014	71	Dj Cam	Swim Feat Chris James (Blackjoy Version)	Swim
Sun Dec 28 01:42:11 2014	75	Com Truise	Declination (feat. Joel Ford)	Wave 1
Sun Dec 28 01:46:39 2014	79	Alias	Talk In Technicolor	Fever Dream
Sun Dec 28 01:49:56 2014	80	New Young Pony Club	Hiding On The Staircase	Fantastic Playroom
Sun Dec 28 01:54:23 2014	76	Anavan	Take It Back	Cover Story
Sun Dec 28 01:57:29 2014	78	Family Of The Year	Psyche Or Like Scope	Songbook
Sun Dec 28 02:01:58 2014	79	MGMT	Of Moons Birds And Monsters (Holy Ghost Remix)	Of Moons, Birds and Monsters (Single)
Sun Dec 28 02:07:54 2014	85	Hey Young Believer	Waking Up On The Floor	Invisible by Day
Sun Dec 28 02:12:12 2014	86	Cut Copy	That Was Just A Dream	Bright Like Neon Love
Sun Dec 28 02:14:50 2014	83	Toro Y Moi	Thanks Vision	Causers of This
Sun Dec 28 02:18:57 2014	82	Telepathe	In Your Line	Dance Mother
Sun Dec 28 02:22:56 2014	85	Amazing Baby	Old Tricks In Hell	Rewild
Sun Dec 28 02:27:48 2014	85	Am & Shawn Lee	Good Blood	La Musique Numerique
Sun Dec 28 02:30:31 2014	86	Silver Swans	On The Quiet	Forever
Sun Dec 28 02:34:19 2014	92	Passion Pit	The Reeling	Manners
Sun Dec 28 02:38:42 2014	96	Miniature Tigers	Flower Door Option B	Mia Pharaoh
Sun Dec 28 02:42:22 2014	92	Birds & Batteries	Out In The Woods	Up To No Good EP
Sun Dec 28 02:46:36 2014	93	Of Montreal	An Eluardian Instance [Radio Edit]	Skeletal Lamping
Sun Dec 28 02:50:20 2014	91	Cold Cave	The Laurels Of Erotomania	Love Comes Close
Sun Dec 28 02:53:15 2014	87	SSION	Earthquake	BENT
Sun Dec 28 02:57:27 2014	89	Laid Back	Cocaine Cool (Extended Vol 2)	Cosyland
Sun Dec 28 03:03:05 2014	85	Go! Team	Apollo Throwdown	Rolling Blackouts
Sun Dec 28 03:06:25 2014	87	Errors	The Knock	Have Some Faith In Magic
Sun Dec 28 03:12:01 2014	87	Lcd Soundsystem	Someone Great	Sound Of Silver
Sun Dec 28 03:18:20 2014	94	Chromatics	Running Up That Hill	Night Drive
Sun Dec 28 03:23:59 2014	95	Notorious B.I.G.	Party And Bullshit (Ratatat Remix)	Notorious Music From And Inspired By The Original Motion Picture
Sun Dec 28 03:27:52 2014	91	Rafter	Fruit	Animal Feelings
Sun Dec 28 03:32:08 2014	91	Pompeya	NobodyS Truth	Tropical
Sun Dec 28 03:35:42 2014	96	Woodhands	Straighten The Curtains	Heart Attack
Sun Dec 28 03:40:19 2014	95	Rene Lopez	Puerto Ricans In America	E.L.S.
Sun Dec 28 03:43:28 2014	93	Dan Black	Symphonies (Young Fathers Remix)	Symphonies EP
Sun Dec 28 03:46:58 2014	92	Bibio	Take Off Your Shirt	Mind Bokeh
Sun Dec 28 03:50:59 2014	91	Caribou	Odessa	Swim
Sun Dec 28 03:56:16 2014	95	Neon Indian	Terminally Chill	Psychic Chasms
Sun Dec 28 03:59:48 2014	95	Daft Punk	Solar Sailer (Remixed By Pretty Lights)	TRON: Legacy Reconfigured
Sun Dec 28 04:04:17 2014	95	Bachelorette	The National Grid	My Electric Family
Sun Dec 28 04:08:52 2014	92	Casxio	Seventeen	Seventeen EP
Sun Dec 28 04:12:20 2014	95	Blackbird Blackbird	Treehouse	Tangerine Sky (with Radio Edits)
Sun Dec 28 04:18:08 2014	95	Instrumenti	Life Jacket Under Your Seat	SXSW 2010 Showcasing Artists
Sun Dec 28 04:20:32 2014	94	Fan Death	Reunited (Ghost Hunter Remix)	Fan Death Remixed
Sun Dec 28 04:24:59 2014	98	New Young Pony Club	Grey	Fantastic Playroom
Sun Dec 28 04:28:55 2014	96	Imperial Teen	No Matter What You Say	Feel The Sound
Sun Dec 28 04:32:18 2014	97	Galimatias & Joppe	Last Night in Sydney	Departure
Sun Dec 28 04:37:15 2014	104	Presets	Are You The One?	Are You the One?
Sun Dec 28 04:40:36 2014	94	Chromeo	Jealous (I Ain't With It)	White Women
Sun Dec 28 04:44:20 2014	92	Freelance Whales	Starring	Weathervanes
Sun Dec 28 04:47:53 2014	96	CSS	Move (Cut Copy Remix)	redthreat.wordpress.com
Sun Dec 28 04:54:20 2014	100	Anderson	Sarah For So Long We've Been Disconnected	It Runs In The Family
Sun Dec 28 04:58:50 2014	106	Lcd Soundsystem	Get Innocuous (Soulwax Remix)	Someone Great
Sun Dec 28 05:08:18 2014	108	Bird & The Bee	Fucking Boyfriend [Peaches Remix]	Bird & the Bee
Sun Dec 28 05:13:20 2014	110	Sally Shapiro	I Know	Disco Romance
Sun Dec 28 05:19:29 2014	104	Calvin Harris	Ready For The Weekend	Ready For The Weekend
Sun Dec 28 05:23:07 2014	109	Silver Swans	Realize The Ghost	Realize The Ghost
Sun Dec 28 05:28:42 2014	108	City Life	White Elephant	Gone Is The World
Sun Dec 28 05:32:52 2014	104	Tog	Av hengslene	Feiring
Sun Dec 28 05:35:22 2014	104	jj	Voi Parlate, Io Gioco	jj ndeg 3
Sun Dec 28 05:38:59 2014	103	Purity Ring	Crawlersout	Shrines
Sun Dec 28 05:42:09 2014	101	Yeah Yeah Yeahs	Zero (Rac Remix)	Zero
Sun Dec 28 05:46:50 2014	99	Faint	Get Seduced	Fasciinatiion
Sun Dec 28 05:50:56 2014	99	Toro Y Moi	Low Shoulders	Causers of This
Sun Dec 28 05:54:47 2014	98	Woodhands	I Can't See Straight	Heart Attack
Sun Dec 28 05:59:17 2014	100	We Are Enfant Terrible	Wild Child	Explicit Pictures
Sun Dec 28 06:03:15 2014	98	Strfkr	Yayaya	Miracle Mile
Sun Dec 28 06:05:23 2014	103	Luxury Liners	Valley High	They're Flowers
Sun Dec 28 06:08:33 2014	101	Chairlift	I Belong In Your Arms	Something
Sun Dec 28 06:11:41 2014	99	Anavan	Never Give It Up (Rmx)	Cover Story
Sun Dec 28 06:16:57 2014	96	Phenomenal Handclap Band	Form And Control	Form And Control
Sun Dec 28 06:21:06 2014	99	Tensnake	(Tensnake & Jaques Lu Cont feat Jamie Lidell)	n/a
Sun Dec 28 06:24:50 2014	108	Knife	Na Na Na	Silent Shout
Sun Dec 28 06:27:16 2014	103	Boys Noize	Arcade Robot	Oi Oi Oi
Sun Dec 28 06:31:24 2014	102	James Yuill	No Surprise (The Operators Remix)	Turning Down Water for Air
Sun Dec 28 06:37:07 2014	108	Octopus Project	Music Is Happiness	One Ten Hundred Thousand Million
Sun Dec 28 06:40:39 2014	104	Darwin Deez	Bad Day	Darwin Deez
Sun Dec 28 06:43:41 2014	102	Crystal Castles	Pap Smear	Crystal Castles (II)
Sun Dec 28 06:47:19 2014	96	Washed Out	You'll See It	Life of Leisure
Sun Dec 28 06:50:05 2014	95	Temposhark	Joy	The Invisible Line
Sun Dec 28 06:53:17 2014	94	Cut Copy	Lights & Music (Boys Noize Happy Birthday Remix)	Lights & Music
Sun Dec 28 06:58:30 2014	99	Little Boots	Satellite (Escort remix)	Satellite
Sun Dec 28 07:03:49 2014	107	Sugar & Gold	Sneek Freq	Get Wet!
Sun Dec 28 07:06:45 2014	102	Greenskeepers	Ny Lady	Polo Club
Sun Dec 28 07:09:57 2014	111	Northend	Tee's Happy	Tapes (The Rapture)
Sun Dec 28 07:13:07 2014	109	Brite Futures	Kissed Her Sister	Dark Past
Sun Dec 28 07:16:33 2014	118	Whip	Save My Soul	X Marks Destination
Sun Dec 28 07:21:35 2014	118	Justice	D.A.N.C.E. (Blake Miller Is Ruthless Vs Sickboy Edit)	A Cross The Universe (CD/DVD)
Sun Dec 28 07:26:17 2014	117	Chromeo	Sexy Socialite	White Women
Sun Dec 28 07:31:45 2014	116	Phoenix	Drakkar Noir	Bankrupt!
Sun Dec 28 07:35:26 2014	111	School Of Seven Bells	Connjur	Alpinisms
Sun Dec 28 07:39:50 2014	103	Space March	Get What You Deserve	Monumental
Sun Dec 28 07:43:06 2014	109	Miniature Tigers	Cleopatra	Mia Pharaoh
Sun Dec 28 07:46:46 2014	111	Thieves Like Us	Desire	Play Music
Sun Dec 28 07:50:21 2014	116	Golden Filter	Solid Gold	The Golden Filter
Sun Dec 28 07:55:42 2014	112	Arling & Cameron	Games	Games EP
Sun Dec 28 07:59:24 2014	112	World Of Science	Caught Looking	Makeout Music By
Sun Dec 28 08:04:32 2014	117	Starfucker	Laadeedaa	Starfucker
Sun Dec 28 08:06:52 2014	112	Lettie	Fitter	Good Fortune, Bad Weather
Sun Dec 28 08:09:43 2014	115	Passion Pit	Eyes As Candles	Manners
Sun Dec 28 08:13:43 2014	114	Combo	Just Change (Loose Shus Remix	n/a
Sun Dec 28 08:18:17 2014	117	Embassy	Livin' Is Easy	Livin' Is Easy
Sun Dec 28 08:22:06 2014	115	Blackbird Blackbird	Feel It In My Bones	Tangerine Sky
Sun Dec 28 08:25:42 2014	117	Kinky	Papel Volando	Barracuda
Sun Dec 28 08:28:58 2014	115	We Are Standard	Don't Let The Children Play Around	We Are Standard
Sun Dec 28 08:33:42 2014	112	Mstrkrft	1,000 Cigarettes (Feat. Freewa	Fist of God
Sun Dec 28 08:36:47 2014	112	Blow	Pile Of Gold	Paper Television
Sun Dec 28 08:38:56 2014	113	Matthew Dear	Rally Rasser Good	Ghostly By Night
Sun Dec 28 08:43:31 2014	108	Tog	Nar me vakne opp imara	Feiring
Sun Dec 28 08:47:36 2014	106	Sick Of Sarah	Simple Parts	2205
Sun Dec 28 08:50:46 2014	107	Groove Armada	Cards To You Heart	Black Light
Sun Dec 28 08:56:09 2014	108	Am & Shawn Lee	City Boy	Celestial Electric
Sun Dec 28 08:58:55 2014	112	Datarock	Computer Camp Love	Datarock Datarock
Sun Dec 28 09:01:49 2014	122	Moving Units	Going For Adds	Dangerous Dreams
Sun Dec 28 09:04:49 2014	119	Children Of The Cpu	Slay Your Dragons	Back to BASIC
Sun Dec 28 09:08:58 2014	119	Pretty Good Dance Moves	The Color Blue	Pretty Good Dance Moves
Sun Dec 28 09:14:28 2014	117	Gold Panda	Vanilla Minus	Lucky Shiner
Sun Dec 28 09:18:26 2014	115	Faint	Mirror Error	Fasciinatiion
Sun Dec 28 09:21:50 2014	124	Ember FX	Fly	Lights & Action
Sun Dec 28 09:26:31 2014	128	Little Daylight	Restart	Tunnel Vision
Sun Dec 28 09:30:10 2014	133	Hundreds	Happy Virus (Ben Sturm Remix)	Promo Only UK Underground Beats April 2011
Sun Dec 28 09:35:42 2014	125	Grandaddy	The Crystal Lake	The Sophtware Slump
Sun Dec 28 09:40:34 2014	126	Computer Perfection	Sans Soleil	We Wish You Well On Your Way To Hell
Sun Dec 28 09:43:50 2014	128	Ratatat	Brulee'	LP3
Sun Dec 28 09:47:16 2014	128	D'n'D	Love Come Down	Grown Zone/Groan Zone
Sun Dec 28 09:51:14 2014	124	Hexes & Ohs	Wildfire	Bedroom Madness
Sun Dec 28 09:55:29 2014	123	Calvin Harris Feat. Izza Kizza	Worst Day	Ready For The Weekend
Sun Dec 28 09:59:16 2014	120	Metronomy	A Thing For Me	Nights Out
Sun Dec 28 10:02:41 2014	121	Classixx	All You're Waiting For (feat. Nancy Whang)	Hanging Gardens
Sun Dec 28 10:06:53 2014	121	Jaga Jazzist	One-Armed Bandit (Sprutbass Mix)	One Armed Bandit
Sun Dec 28 10:11:45 2014	115	Chromeo	Fancy Footwork (Laidback Luke	Fancy Footwork
Sun Dec 28 10:18:19 2014	113	Justice	The Party (La Riots Remix)	Cross
Sun Dec 28 10:24:20 2014	116	Casio Choir	Dance 'N Play	70s 'N A Breeze
Sun Dec 28 10:29:28 2014	118	Kindness	Swinging Party	World, You Need a Change of Mind
Sun Dec 28 10:33:27 2014	130	Mynx	Wolfgang Bang	Out of Sight Out of Mind
Sun Dec 28 10:36:32 2014	125	AlunaGeorge	Bad Idea	Body Music
Sun Dec 28 10:39:43 2014	123	Css	Dynamite	Planta
Sun Dec 28 10:42:19 2014	134	Slow Magic	Corvette Cassette	Triangle
Sun Dec 28 10:45:33 2014	135	Cineplexx	05 Droga Paliativa (Nasti Amantes Remix) V.2	Picnic
Sun Dec 28 10:49:37 2014	124	Kleerup	Thank You For Nothing	Kleerup
Sun Dec 28 10:52:47 2014	120	Peter Bjorn & John	Let's Call It Off (Girl Talk Remix)	Writer's Block
Sun Dec 28 10:55:57 2014	118	Neon Indian	Deadbeat Summer	Psychic Chasms
Sun Dec 28 11:00:21 2014	136	Daft Punk	Crescendolls	Discovery
Sun Dec 28 11:03:38 2014	118	Sugar & Gold	Sneek Freq (Sorcerer Remix)	Get Wet (Dig)
Sun Dec 28 11:09:07 2014	118	Pretty Lights	Pretty Lights Vs Radiohead Vs Nirvana Vs Nin	Pretty Lights 2011 Remixes
Sun Dec 28 11:14:07 2014	120	Passion Pit	Little Secrets	Manners
Sun Dec 28 11:18:06 2014	121	Casiokids	London Zoo	Aabenbaringen Over Aaskammen
Sun Dec 28 11:21:50 2014	121	Vampire Weekend	Giving Up The Gun	Contra
Sun Dec 28 11:26:33 2014	124	Fol Chen	So Good	Tetrafol
Sun Dec 28 11:29:57 2014	128	Teen Daze	New Life	The Inner Mansions
Sun Dec 28 11:33:39 2014	125	Phantogram	Turn It Off	Eyelid Movies
Sun Dec 28 11:37:30 2014	132	Tobacco	Hairy Candy	Fucked Up Friends
Sun Dec 28 11:40:47 2014	127	Martin Circus	Disco Circus	Tapes (The Rapture)
Sun Dec 28 11:43:17 2014	124	Lusine	Get The Message	The Waiting Room
Sun Dec 28 11:47:25 2014	126	James Yuill	Over The Hills	Turning Down Water For Air
Sun Dec 28 11:51:00 2014	120	Crystal Castles	Crimewave (Crystal Castles Vs. Health Remix)	Crystal Castles EP
Sun Dec 28 11:55:18 2014	126	Does It Offend You, Yeah	Pull Out My Insides	Don't Say We Didn't Warn You
Sun Dec 28 11:59:25 2014	116	Sebastien Tellier	Cochon Ville	Cochon Ville EP
Sun Dec 28 12:02:26 2014	119	Empire Of The Sun	Half Mast	Walking On A Dream
Sun Dec 28 12:06:22 2014	122	Afrobeta	Do You Party	Under The Streets
Sun Dec 28 12:09:19 2014	126	Com Truise	Polyhurt	Fairlight
Sun Dec 28 12:14:18 2014	122	Ursula 1000	Repetez Le Repertoire (With Isabelle Antena)	Mondo Beyondo
Sun Dec 28 12:17:51 2014	122	Amanda Blank Feat. Lykke Li	Leaving You Behind	I Love You
Sun Dec 28 12:20:27 2014	115	Yacht	Dystopia (The Earth Is On Fire)	Shangri-La
Sun Dec 28 12:24:28 2014	122	Groove Armada	The Girls Say	Soundboy Rock
Sun Dec 28 12:28:20 2014	116	Stereolab	Vodiak	Fab Four Sutre
Sun Dec 28 12:31:36 2014	115	Calvin Harris	Burns Night	Ready For The Weekend
Sun Dec 28 12:33:50 2014	115	Ariane Moffatt	Too Late	MA
Sun Dec 28 12:37:19 2014	119	Lykke Li	Breaking It Up	Youth Novels
Sun Dec 28 12:41:01 2014	112	MSTRKRFT	Fist Of God	Fist of God
Sun Dec 28 12:44:59 2014	115	Cut Copy	Take Me Over	Zonoscope
Sun Dec 28 12:50:47 2014	113	Lo-fi-fnk	Change Channel	(...And The JFG?)
Sun Dec 28 12:54:16 2014	113	World Of Science	Should I Love You Forever	Makeout Music By
Sun Dec 28 12:58:33 2014	107	Goldroom	Fifteen	Fifteen
Sun Dec 28 13:03:25 2014	111	Fujiya & Miyagi	Photocopier	Transparent Things
Sun Dec 28 13:07:18 2014	113	CSS	Hangover (RAC Remix)	Hangover + Remixes
Sun Dec 28 13:10:08 2014	105	Matthew Dear	Soil To Seed	Black City
Sun Dec 28 13:12:35 2014	110	Washed Out	Great Escape	Paracosm
Sun Dec 28 13:17:30 2014	106	Naked & Famous	Eyes	Passive Me, Aggressive You
Sun Dec 28 13:21:58 2014	110	Von Iva	Do It	Our Own Island
Sun Dec 28 13:25:00 2014	107	He Met Her	Control	Crime Novela [EP]
Sun Dec 28 13:28:08 2014	105	Midnight Juggernauts	Ending Of An Era	Dystopia
Sun Dec 28 13:32:53 2014	98	Lcd Soundsystem	Movement	LCD Soundsystem
Sun Dec 28 13:35:57 2014	101	Hess Is More	Creation Keeps The Devil Away (Jeffrey Jerusalem Remix)	Hess Is More - Creation Keeps the Devil Away - The Remixes
Sun Dec 28 13:41:09 2014	97	Via Tania	Become Forest (Grafton Primary Remix	VT DJ Package
Sun Dec 28 13:47:00 2014	100	(!!! Chk Chik Chick)	Jump Back	Strange Weather, Isn't It?
Sun Dec 28 13:50:21 2014	105	Tog	Milevis ifra deg	Feiring
Sun Dec 28 13:54:52 2014	105	Shot Noise	No Excuses	No Excuses
Sun Dec 28 13:58:21 2014	104	Neon Trees	Lessons In Love (All Day, All	Picture Show
Sun Dec 28 14:02:03 2014	104	Classixx	Supernature	Hanging Gardens
Sun Dec 28 14:05:36 2014	102	Glass	1) Wanna Be Dancing (Radio Edit	Wanna Be Dancing
Sun Dec 28 14:09:43 2014	98	Young & Sick	Glass	Glass
Sun Dec 28 14:12:56 2014	101	Matias Aguayo	Rollerskate Sanfuentes & Alex Thunders Version	Rollerskate EP
Sun Dec 28 14:18:26 2014	104	AlunaGeorge	Your Drums, Your Love	Body Music
Sun Dec 28 14:22:20 2014	107	Greenskeepers	A Week Ago	Polo Club
Sun Dec 28 14:26:17 2014	101	Kindness	Seod	World, You Need A Change Of Mind
Sun Dec 28 14:32:38 2014	103	Strfkr	Atlantis	Miracle Mile
Sun Dec 28 14:34:58 2014	102	Daft Punk	Something About Us	Discovery
Sun Dec 28 14:38:39 2014	106	Wibutee	Crash Hit	Sweet Mental
Sun Dec 28 14:43:08 2014	106	Empire Of The Sun	Walking On A Dream	Walking On A Dream
Sun Dec 28 14:46:21 2014	107	Chromeo Feat. Toro Y Moi	Come Alive	White Women
Sun Dec 28 14:50:08 2014	101	Proprietors Of The Earth	Baltimore Collins	M1XPLATE
Sun Dec 28 14:55:09 2014	98	Body Language	Feel It	Infinite Sunshine
Sun Dec 28 15:00:40 2014	103	Awning	It's All Around	E.P. (1)
Sun Dec 28 15:04:40 2014	99	Maus Haus	Dead Keys Drop	Lark Marvels
